item_id,category,brand,condition,shipping,listed_at,description_len,views,price
tr_00336,スポーツ,brand_00,傷や汚れあり,1,2026-04-15,32.0,98,7067
tr_00337,ホビー,brand_07,全体的に状態が悪い,1,2026-04-30,470.0,176,17403
tr_00338,スポーツ,brand_04,新品,1,2026-02-12,25.0,80,10197
tr_00339,ファッション,,全体的に状態が悪い,1,2026-03-06,173.0,33,3422
tr_00340,ホビー,brand_05,全体的に状態が悪い,0,2026-02-27,380.0,18,3274
tr_00341,家電,brand_16,傷や汚れあり,0,2026-02-14,592.0,134,13375
tr_00342,本・音楽,,傷や汚れあり,1,2026-04-20,206.0,129,3580
tr_00343,本・音楽,brand_04,傷や汚れあり,1,2026-01-25,504.0,25,2254
tr_00344,ファッション,brand_06,傷や汚れあり,1,2026-01-02,140.0,139,7228
tr_00345,家電,brand_02,傷や汚れあり,1,2026-03-23,427.0,55,11960
tr_00346,スポーツ,brand_06,新品,1,2026-04-14,304.0,26,17953
tr_00347,ホビー,brand_10,傷や汚れあり,0,2026-04-05,267.0,123,2991
tr_00348,ファッション,brand_10,ほぼ新品,0,2026-03-11,236.0,58,5096
tr_00349,ファッション,,全体的に状態が悪い,1,2026-02-18,415.0,120,2559
tr_00350,ファッション,brand_01,傷や汚れあり,0,2026-04-10,200.0,36,4878
tr_00351,ホビー,brand_06,ほぼ新品,1,2026-04-27,388.0,116,11096
tr_00352,家電,brand_04,新品,1,2026-01-10,44.0,116,46748
tr_00353,家電,brand_16,全体的に状態が悪い,0,2026-04-08,200.0,-1,16687
tr_00354,スポーツ,brand_03,新品,1,2026-04-01,39.0,52,6286
tr_00355,ファッション,brand_09,ほぼ新品,1,2026-04-20,486.0,69,5516
tr_00356,スポーツ,brand_00,新品,1,2026-04-23,123.0,28,17748
tr_00357,ファッション,brand_17,新品,1,2026-04-10,371.0,26,15513
tr_00358,家電,brand_00,傷や汚れあり,0,2026-01-11,422.0,128,19883
tr_00359,ホビー,brand_14,ほぼ新品,1,2026-01-03,174.0,203,7558
tr_00360,家電,brand_00,新品,1,2026-04-08,503.0,29,40479
tr_00361,家電,brand_19,ほぼ新品,1,2026-03-08,502.0,24,16666
tr_00362,家電,brand_08,傷や汚れあり,1,2026-01-03,296.0,106,17158
tr_00363,本・音楽,brand_18,ほぼ新品,0,2026-04-23,302.0,172,2056
tr_00364,本・音楽,brand_16,全体的に状態が悪い,0,2026-04-21,107.0,51,1010
tr_00365,ホビー,brand_16,ほぼ新品,0,2026-04-26,50.0,16,7539
tr_00366,家電,,ほぼ新品,1,2026-04-12,,108,31901
tr_00367,ファッション,brand_12,新品,1,2026-01-28,582.0,90,5591
tr_00368,家電,,全体的に状態が悪い,0,2026-01-06,59.0,50,9262
tr_00369,本・音楽,brand_17,全体的に状態が悪い,1,2026-04-02,573.0,59,2068
tr_00370,ホビー,brand_03,傷や汚れあり,1,2026-03-28,69.0,36,19399
tr_00371,ファッション,brand_10,傷や汚れあり,1,2026-04-17,306.0,85,5687
tr_00372,家電,brand_06,新品,1,2026-01-01,395.0,52,46920
tr_00373,ホビー,brand_19,ほぼ新品,1,2026-01-28,,22,8606
tr_00374,家電,,全体的に状態が悪い,1,2026-01-08,86.0,-1,7555
tr_00375,ファッション,brand_08,ほぼ新品,0,2026-04-07,,239,4470
tr_00376,家電,brand_19,傷や汚れあり,1,2026-02-16,176.0,134,9175
tr_00377,ホビー,brand_12,全体的に状態が悪い,1,2026-02-09,152.0,37,3229
tr_00378,ホビー,brand_01,全体的に状態が悪い,1,2026-04-11,436.0,169,7666
tr_00379,ホビー,brand_11,新品,0,2026-03-25,509.0,95,11543
tr_00380,ファッション,brand_10,ほぼ新品,1,2026-03-23,463.0,330,756300
tr_00381,ホビー,brand_13,全体的に状態が悪い,1,2026-01-02,291.0,105,5728
tr_00382,ファッション,brand_18,ほぼ新品,1,2026-04-26,321.0,31,2685
tr_00383,家電,brand_07,全体的に状態が悪い,0,2026-02-24,222.0,134,14379
tr_00384,本・音楽,brand_05,ほぼ新品,1,2026-02-12,466.0,111,3499
tr_00385,スポーツ,brand_17,傷や汚れあり,0,2026-03-17,378.0,76,6427
tr_00386,ファッション,brand_19,ほぼ新品,1,2026-04-24,576.0,47,12191
tr_00387,ファッション,brand_01,ほぼ新品,0,2026-02-02,481.0,109,3907
tr_00388,ホビー,brand_10,ほぼ新品,1,2026-02-14,444.0,21,13902
tr_00389,ファッション,brand_07,全体的に状態が悪い,0,2026-03-12,475.0,98,3884
tr_00390,家電,brand_16,傷や汚れあり,1,2026-03-25,428.0,61,15186
tr_00391,ホビー,brand_17,傷や汚れあり,0,2026-02-25,488.0,92,4050
tr_00392,本・音楽,brand_10,新品,1,2026-03-20,387.0,59,3066
tr_00393,ホビー,brand_04,全体的に状態が悪い,1,2026-03-03,42.0,56,2509
tr_00394,ファッション,brand_07,傷や汚れあり,1,2026-02-27,270.0,289,3348
tr_00395,ファッション,brand_06,ほぼ新品,1,2026-04-13,76.0,109,3997
tr_00396,家電,brand_02,傷や汚れあり,0,2026-02-17,512.0,35,20722
tr_00397,スポーツ,brand_14,ほぼ新品,1,2026-02-15,589.0,30,10420
tr_00398,ファッション,brand_02,全体的に状態が悪い,1,2026-01-03,448.0,144,3757
tr_00399,ファッション,brand_18,傷や汚れあり,1,2026-04-02,32.0,481,2151
tr_00400,本・音楽,,ほぼ新品,1,2026-01-12,20.0,396,947
tr_00401,ファッション,brand_06,新品,0,2026-03-10,282.0,23,3966
tr_00402,家電,,全体的に状態が悪い,1,2026-01-06,43.0,74,18946
tr_00403,ファッション,brand_13,ほぼ新品,1,2026-03-09,279.0,103,6364
tr_00404,本・音楽,brand_14,傷や汚れあり,1,2026-02-08,158.0,153,1278
tr_00405,家電,brand_18,ほぼ新品,1,2026-03-30,341.0,57,18557
tr_00406,ファッション,brand_12,全体的に状態が悪い,1,2026-02-07,404.0,193,1967
tr_00407,ホビー,brand_02,傷や汚れあり,0,2026-03-04,573.0,39,10556
tr_00408,ホビー,brand_05,傷や汚れあり,0,2026-03-28,130.0,106,11719
tr_00409,ホビー,brand_03,ほぼ新品,1,2026-01-25,482.0,138,5975
tr_00410,スポーツ,brand_03,ほぼ新品,0,2026-01-03,518.0,82,9473
tr_00411,家電,brand_13,新品,1,2026-01-03,302.0,87,21163
tr_00412,本・音楽,,ほぼ新品,0,2026-01-30,215.0,59,1418
tr_00413,家電,brand_03,全体的に状態が悪い,1,2026-02-18,339.0,66,14647
tr_00414,ファッション,brand_03,傷や汚れあり,0,2026-04-27,58.0,27,3573
tr_00415,ファッション,brand_17,ほぼ新品,1,2026-04-05,149.0,91,7831
tr_00416,家電,brand_17,傷や汚れあり,1,2026-04-14,325.0,50,15617
tr_00417,ホビー,brand_06,ほぼ新品,1,2026-04-25,44.0,219,6197
tr_00418,本・音楽,,新品,1,2026-01-20,159.0,536,4005
tr_00419,ファッション,brand_14,傷や汚れあり,1,2026-04-17,270.0,32,4489
tr_00420,ファッション,brand_00,傷や汚れあり,1,2026-01-03,357.0,101,7909
tr_00421,ファッション,brand_03,傷や汚れあり,1,2026-04-21,437.0,137,6464
tr_00422,スポーツ,brand_19,傷や汚れあり,1,2026-03-06,53.0,198,8118
tr_00423,ファッション,brand_01,全体的に状態が悪い,1,2026-04-19,250.0,42,1779
tr_00424,家電,brand_02,全体的に状態が悪い,1,2026-02-12,523.0,162,19931
tr_00425,家電,brand_06,全体的に状態が悪い,0,2026-01-29,233.0,75,10368
tr_00426,スポーツ,brand_08,傷や汚れあり,1,2026-03-08,340.0,94,9030
tr_00427,ホビー,brand_12,ほぼ新品,1,2026-02-01,425.0,98,12842
tr_00428,ファッション,brand_02,傷や汚れあり,0,2026-01-07,262.0,48,2775
tr_00429,家電,brand_07,傷や汚れあり,0,2026-04-30,532.0,224,9434
tr_00430,ファッション,brand_15,傷や汚れあり,0,2026-03-13,94.0,171,2615
tr_00431,ホビー,brand_06,ほぼ新品,0,2026-04-16,129.0,121,5670
tr_00432,ホビー,,ほぼ新品,1,2026-01-03,228.0,148,5659
tr_00433,本・音楽,brand_13,傷や汚れあり,0,2026-03-20,128.0,94,1584
tr_00434,家電,brand_13,傷や汚れあり,0,2026-03-11,325.0,165,15669
tr_00435,家電,brand_05,ほぼ新品,1,2026-01-28,140.0,105,1454800
tr_00436,家電,brand_13,傷や汚れあり,1,2026-03-31,95.0,59,8802
tr_00437,ホビー,brand_15,傷や汚れあり,0,2026-02-02,155.0,72,4935
tr_00438,家電,,新品,1,2026-02-02,551.0,98,26691
tr_00439,スポーツ,brand_08,傷や汚れあり,0,2026-03-11,416.0,37,6266
tr_00440,スポーツ,brand_01,新品,0,2026-01-31,41.0,93,7117
tr_00441,ファッション,brand_19,傷や汚れあり,1,2026-01-28,254.0,46,7809
tr_00442,ホビー,brand_12,全体的に状態が悪い,1,2026-02-04,548.0,202,8901
tr_00443,ホビー,brand_09,ほぼ新品,1,2026-01-16,138.0,112,4959
tr_00444,ホビー,,傷や汚れあり,1,2026-02-09,569.0,120,11401
tr_00445,ホビー,,新品,1,2026-04-25,46.0,35,11705
tr_00446,家電,brand_17,ほぼ新品,0,2026-03-23,52.0,47,17153
tr_00447,ファッション,brand_18,全体的に状態が悪い,1,2026-04-11,228.0,183,4579
tr_00448,ファッション,brand_00,傷や汚れあり,0,2026-01-05,485.0,104,3706
tr_00449,家電,brand_00,ほぼ新品,0,2026-02-28,135.0,74,33038
tr_00450,ホビー,brand_05,ほぼ新品,1,2026-03-12,149.0,26,12063
tr_00451,ホビー,brand_17,傷や汚れあり,0,2026-03-31,306.0,29,4279
tr_00452,スポーツ,brand_04,ほぼ新品,1,2026-02-01,321.0,24,13089
tr_00453,ホビー,brand_09,全体的に状態が悪い,1,2026-01-29,73.0,134,4273
tr_00454,本・音楽,,全体的に状態が悪い,1,2026-01-28,544.0,-1,1446
tr_00455,ファッション,brand_00,ほぼ新品,1,2026-02-26,380.0,131,9674
tr_00456,本・音楽,brand_12,傷や汚れあり,0,2026-03-19,67.0,234,1744
tr_00457,ホビー,brand_06,新品,1,2026-01-04,392.0,63,22596
tr_00458,ホビー,brand_03,ほぼ新品,1,2026-03-12,,50,6598
tr_00459,ファッション,brand_13,ほぼ新品,0,2026-04-02,453.0,103,8116
tr_00460,ファッション,brand_01,新品,1,2026-03-09,420.0,61,9878
tr_00461,ホビー,brand_10,ほぼ新品,1,2026-04-09,155.0,204,6668
tr_00462,家電,brand_12,ほぼ新品,1,2026-02-17,68.0,33,17010
tr_00463,スポーツ,brand_09,新品,0,2026-01-18,202.0,41,15565
tr_00464,ホビー,brand_11,ほぼ新品,0,2026-04-13,516.0,103,10036
tr_00465,スポーツ,brand_00,新品,1,2026-03-07,187.0,125,8435
tr_00466,ファッション,brand_00,新品,1,2026-04-09,92.0,29,7607
tr_00467,ファッション,brand_19,ほぼ新品,1,2026-04-25,,50,2628
tr_00468,ファッション,brand_12,傷や汚れあり,0,2026-04-16,396.0,192,4922
tr_00469,ファッション,brand_19,ほぼ新品,0,2026-01-05,492.0,132,9835
tr_00470,ファッション,brand_12,傷や汚れあり,0,2026-04-05,250.0,55,12372
tr_00471,本・音楽,brand_12,傷や汚れあり,0,2026-02-09,485.0,249,2294
tr_00472,スポーツ,brand_19,全体的に状態が悪い,0,2026-01-18,374.0,217,2472
tr_00473,ファッション,brand_17,ほぼ新品,1,2026-02-03,488.0,154,4286
tr_00474,スポーツ,brand_00,ほぼ新品,0,2026-02-28,92.0,131,3839
tr_00475,ファッション,brand_04,傷や汚れあり,1,2026-04-11,428.0,134,3527
tr_00476,ホビー,brand_05,ほぼ新品,1,2026-04-21,325.0,130,5635
tr_00477,スポーツ,brand_12,ほぼ新品,0,2026-01-30,241.0,74,14368
tr_00478,ファッション,brand_10,傷や汚れあり,1,2026-03-10,410.0,57,5533
tr_00479,ホビー,brand_03,ほぼ新品,0,2026-04-29,437.0,79,4824
tr_00480,家電,brand_05,ほぼ新品,0,2026-03-06,250.0,41,16673
tr_00481,本・音楽,brand_05,傷や汚れあり,1,2026-01-30,194.0,144,1054
tr_00482,ファッション,brand_12,新品,1,2026-03-27,136.0,185,5638
tr_00483,本・音楽,brand_16,ほぼ新品,0,2026-04-29,579.0,196,1159
tr_00484,ファッション,brand_10,ほぼ新品,0,2026-02-14,43.0,25,4229
tr_00485,家電,brand_15,新品,1,2026-02-03,519.0,16,34432
tr_00486,スポーツ,brand_15,新品,1,2026-03-11,552.0,5,8291
tr_00487,ホビー,brand_12,ほぼ新品,0,2026-04-06,,63,9686
tr_00488,ホビー,brand_11,新品,1,2026-04-17,267.0,180,9717
tr_00489,ファッション,brand_06,ほぼ新品,0,2026-04-16,165.0,18,7736
tr_00490,本・音楽,brand_02,傷や汚れあり,1,2026-02-06,510.0,116,1307
tr_00491,ホビー,brand_12,ほぼ新品,0,2026-03-18,157.0,74,7247
tr_00492,ホビー,brand_14,傷や汚れあり,1,2026-04-21,392.0,19,5986
tr_00493,本・音楽,brand_01,ほぼ新品,0,2026-01-23,356.0,72,1470
tr_00494,スポーツ,,傷や汚れあり,1,2026-04-08,33.0,90,7609
tr_00495,スポーツ,brand_07,傷や汚れあり,0,2026-01-08,130.0,150,8965
tr_00496,家電,brand_01,傷や汚れあり,1,2026-01-12,301.0,129,14825
tr_00497,スポーツ,brand_06,傷や汚れあり,0,2026-02-14,562.0,57,6324
tr_00498,ファッション,brand_04,新品,1,2026-04-30,389.0,49,8465
tr_00499,スポーツ,brand_17,ほぼ新品,0,2026-02-09,,203,4499
tr_00500,本・音楽,brand_13,ほぼ新品,1,2026-02-17,137.0,133,2281
tr_00501,家電,brand_04,ほぼ新品,1,2026-02-17,101.0,86,9695
tr_00502,ファッション,brand_15,傷や汚れあり,0,2026-01-14,193.0,111,5017
tr_00503,ファッション,brand_02,傷や汚れあり,0,2026-04-06,539.0,24,2589
tr_00504,本・音楽,,ほぼ新品,0,2026-02-04,501.0,128,194900
tr_00505,ホビー,brand_07,ほぼ新品,1,2026-01-14,555.0,10,5322
tr_00506,スポーツ,brand_13,全体的に状態が悪い,1,2026-01-15,576.0,50,2417
tr_00507,家電,brand_18,ほぼ新品,0,2026-02-01,60.0,191,23073
tr_00508,家電,brand_12,新品,1,2026-02-07,158.0,40,26165
tr_00509,ファッション,brand_16,傷や汚れあり,0,2026-03-12,374.0,43,3771
tr_00510,ホビー,brand_09,傷や汚れあり,1,2026-04-30,129.0,136,7790
tr_00511,ファッション,brand_07,ほぼ新品,1,2026-02-14,329.0,18,4830
tr_00512,ファッション,brand_09,ほぼ新品,1,2026-02-02,209.0,71,6418
tr_00513,家電,brand_04,ほぼ新品,1,2026-01-18,430.0,82,58554
tr_00514,スポーツ,,全体的に状態が悪い,1,2026-03-06,394.0,115,8032
tr_00515,本・音楽,brand_01,傷や汚れあり,1,2026-04-27,202.0,92,1744
tr_00516,家電,brand_17,ほぼ新品,1,2026-01-02,361.0,47,16950
tr_00517,家電,brand_04,新品,1,2026-01-06,126.0,66,25659
tr_00518,ファッション,brand_19,ほぼ新品,0,2026-04-29,241.0,44,5041
tr_00519,家電,brand_18,ほぼ新品,1,2026-03-10,66.0,25,32913
tr_00520,家電,brand_08,傷や汚れあり,1,2026-01-03,322.0,85,13553
tr_00521,家電,brand_14,ほぼ新品,0,2026-03-23,120.0,20,30791
tr_00522,家電,brand_05,全体的に状態が悪い,1,2026-01-12,,193,11750
tr_00523,本・音楽,,新品,0,2026-04-13,581.0,81,3846
tr_00524,家電,brand_05,傷や汚れあり,1,2026-03-20,545.0,16,15328
tr_00525,家電,brand_06,ほぼ新品,1,2026-01-26,509.0,218,22826
tr_00526,ホビー,brand_04,傷や汚れあり,1,2026-01-16,493.0,70,7785
tr_00527,ホビー,brand_19,傷や汚れあり,0,2026-03-13,,48,2876
tr_00528,家電,brand_08,傷や汚れあり,0,2026-04-02,436.0,54,21011
tr_00529,ホビー,brand_00,傷や汚れあり,0,2026-03-01,20.0,67,6544
tr_00530,スポーツ,,全体的に状態が悪い,1,2026-03-29,282.0,52,3838
tr_00531,家電,brand_07,ほぼ新品,1,2026-04-23,253.0,61,29105
tr_00532,ホビー,brand_00,傷や汚れあり,1,2026-02-10,92.0,150,5586
tr_00533,ファッション,brand_14,傷や汚れあり,1,2026-03-07,112.0,106,8334
tr_00534,ファッション,brand_19,ほぼ新品,0,2026-02-18,477.0,95,7470
tr_00535,スポーツ,brand_05,全体的に状態が悪い,1,2026-01-23,177.0,156,12113
tr_00536,スポーツ,brand_19,傷や汚れあり,1,2026-04-30,57.0,162,8412
tr_00537,家電,brand_11,全体的に状態が悪い,1,2026-02-17,326.0,71,13676
tr_00538,本・音楽,brand_04,傷や汚れあり,1,2026-04-14,197.0,83,1125
tr_00539,家電,brand_00,傷や汚れあり,1,2026-04-26,297.0,66,17660
tr_00540,スポーツ,brand_19,傷や汚れあり,1,2026-04-15,372.0,514,9319
tr_00541,スポーツ,brand_14,新品,1,2026-02-15,197.0,118,11254
tr_00542,ホビー,brand_06,ほぼ新品,1,2026-01-11,271.0,154,9498
tr_00543,本・音楽,brand_18,傷や汚れあり,1,2026-02-14,259.0,83,1715
tr_00544,家電,brand_18,ほぼ新品,1,2026-02-08,562.0,4,15919
tr_00545,本・音楽,,ほぼ新品,1,2026-01-11,433.0,73,4972
tr_00546,スポーツ,brand_02,傷や汚れあり,1,2026-02-05,93.0,31,0
tr_00547,ホビー,brand_08,傷や汚れあり,0,2026-02-19,,124,5053
tr_00548,家電,brand_16,傷や汚れあり,1,2026-01-18,488.0,118,17087
tr_00549,本・音楽,,傷や汚れあり,1,2026-04-10,153.0,135,652
tr_00550,ファッション,,ほぼ新品,0,2026-01-24,,112,5292
tr_00551,ファッション,brand_00,ほぼ新品,1,2026-04-27,169.0,99,9627
tr_00552,家電,brand_08,全体的に状態が悪い,1,2026-01-30,488.0,96,13885
tr_00553,家電,brand_17,新品,0,2026-02-14,490.0,38,33806
tr_00554,家電,brand_06,新品,0,2026-01-10,33.0,7,58780
tr_00555,スポーツ,brand_05,ほぼ新品,1,2026-04-09,488.0,116,10793
tr_00556,ファッション,brand_09,ほぼ新品,0,2026-04-28,,109,5998
tr_00557,ホビー,brand_16,傷や汚れあり,1,2026-04-08,326.0,31,7463
tr_00558,スポーツ,brand_04,ほぼ新品,0,2026-01-25,448.0,21,7891
tr_00559,ホビー,brand_02,傷や汚れあり,1,2026-04-23,396.0,46,7155
tr_00560,家電,,傷や汚れあり,0,2026-02-25,196.0,21,16505
tr_00561,家電,brand_02,傷や汚れあり,0,2026-03-31,162.0,52,14892
tr_00562,ホビー,brand_19,ほぼ新品,1,2026-01-31,213.0,146,9070
tr_00563,ホビー,brand_14,傷や汚れあり,1,2026-02-05,348.0,117,5885
tr_00564,ホビー,brand_17,全体的に状態が悪い,0,2026-03-20,45.0,94,4596
tr_00565,ファッション,brand_19,傷や汚れあり,1,2026-03-31,274.0,148,2426
tr_00566,ファッション,brand_00,ほぼ新品,1,2026-04-27,169.0,99,9627
tr_00567,ホビー,brand_08,全体的に状態が悪い,0,2026-02-07,548.0,91,7942
tr_00568,家電,brand_04,新品,0,2026-02-21,225.0,70,19801
tr_00569,家電,brand_13,新品,0,2026-03-11,358.0,22,53106
tr_00570,ファッション,brand_09,傷や汚れあり,0,2026-01-25,200.0,67,2892
tr_00571,スポーツ,brand_18,ほぼ新品,1,2026-01-30,530.0,128,8366
tr_00572,本・音楽,,全体的に状態が悪い,1,2026-03-25,552.0,42,1276
tr_00573,スポーツ,brand_02,傷や汚れあり,1,2026-01-25,375.0,20,21204
tr_00574,ホビー,brand_02,ほぼ新品,1,2026-04-08,60.0,140,7444
tr_00575,家電,brand_10,傷や汚れあり,1,2026-01-11,55.0,29,13123
tr_00576,家電,brand_17,ほぼ新品,1,2026-03-12,516.0,33,17839
tr_00577,本・音楽,,傷や汚れあり,0,2026-01-03,395.0,133,1078
tr_00578,家電,brand_10,傷や汚れあり,1,2026-04-09,41.0,158,17021
tr_00579,家電,brand_08,全体的に状態が悪い,0,2026-01-18,134.0,116,12547
tr_00580,本・音楽,,傷や汚れあり,1,2026-01-19,383.0,255,2007
tr_00581,家電,brand_10,傷や汚れあり,1,2026-03-15,570.0,110,10875
tr_00582,ファッション,brand_17,新品,1,2026-03-24,52.0,49,11163
tr_00583,本・音楽,brand_05,傷や汚れあり,1,2026-04-03,453.0,230,1710
tr_00584,スポーツ,brand_16,全体的に状態が悪い,0,2026-02-11,314.0,54,3020
tr_00585,家電,brand_05,傷や汚れあり,1,2026-02-04,217.0,86,15321
tr_00586,家電,brand_08,ほぼ新品,0,2026-02-16,535.0,60,19502
tr_00587,スポーツ,brand_19,全体的に状態が悪い,1,2026-03-07,476.0,83,3721
tr_00588,スポーツ,brand_14,ほぼ新品,1,2026-03-13,412.0,80,14734
tr_00589,ホビー,brand_12,傷や汚れあり,0,2026-03-08,107.0,13,9271
tr_00590,本・音楽,,ほぼ新品,1,2026-02-13,59.0,91,3321
tr_00591,本・音楽,brand_03,全体的に状態が悪い,1,2026-02-25,465.0,96,901
tr_00592,家電,brand_15,傷や汚れあり,0,2026-03-09,76.0,64,12596
tr_00593,スポーツ,brand_04,傷や汚れあり,1,2026-04-11,581.0,138,13221
tr_00594,家電,brand_01,全体的に状態が悪い,1,2026-01-29,358.0,41,26430
tr_00595,ホビー,brand_18,新品,1,2026-03-26,545.0,165,10429
tr_00596,ファッション,brand_06,ほぼ新品,1,2026-03-26,87.0,154,3208
tr_00597,スポーツ,brand_10,傷や汚れあり,1,2026-02-11,52.0,94,6219
tr_00598,家電,brand_18,傷や汚れあり,1,2026-01-04,113.0,-1,24665
tr_00599,スポーツ,brand_04,新品,0,2026-02-15,,173,10340
tr_00600,ファッション,brand_01,全体的に状態が悪い,1,2026-04-15,535.0,30,3719
tr_00601,ファッション,brand_17,傷や汚れあり,1,2026-01-08,389.0,169,5332
tr_00602,家電,brand_07,ほぼ新品,1,2026-03-07,334.0,42,31931
tr_00603,ファッション,brand_12,傷や汚れあり,0,2026-01-08,406.0,107,4379
tr_00604,家電,brand_15,傷や汚れあり,1,2026-02-03,244.0,87,18898
tr_00605,家電,brand_13,ほぼ新品,1,2026-02-12,474.0,15,45164
tr_00606,ファッション,brand_10,ほぼ新品,1,2026-03-03,173.0,158,8011
tr_00607,ファッション,brand_14,ほぼ新品,1,2026-01-18,502.0,50,8576
tr_00608,ファッション,brand_12,傷や汚れあり,1,2026-02-10,71.0,58,4235
