listing_id,title,description,price,category
L02631,限定版 トレカ 傷あり,<br>トレカです。傷あり。¥13100。コレクション。<br>,13100,ホビー
L00979,【送料無料】未開封 詰め合わせ 美品,<br>美品な状態でお譲りします。お値段は¥６１００になります。初回特典ですので気になる方はご検討ください。<br>,6100,ホビー
L03291,《まとめ買い歓迎》インバーター 訳あり品 美品✨✨⭐,<b>美品な状態でお譲りします。お値段は１８９００ｙｅｎになります。リモコン付ですので気になる方はご検討ください。&amp;,18900,家電
L01965,喫煙者なし 写真集 難あり🎁,<br>難ありな状態でお譲りします。お値段は１４２００ｙｅｎになります。ペットなしですので気になる方はご検討ください。<br>,14200,本・音楽
L03086,軽量 自転車 美品,ヨガマットです。美品。34500 円。部活。,34500,スポーツ
L04957,!!値下げしました!!Mサイズ   中古品   ほぼ新品,ほぼ新品な状態でお譲りします。お値段は¥13000になります。美品ですので気になる方はご検討ください。,13000,ファッション
L04560,ヴィンテージ 帽子 難あり,シューズです。難あり。25500 円。古着。,25500,ファッション
L00740,メンズ スニーカー 難あり⭐,難ありな状態でお譲りします。お値段は22300yenになります。レディースですので気になる方はご検討ください。,22300,ファッション
L01831,★即日発送★１／１４４ ｷﾞﾀｰ ほぼ新品,ほぼ新品な状態でお譲りします。お値段は２９０００ 円になります。１／１４４ですので気になる方はご検討ください。,29000,ホビー
L00734,※返品不可自宅保管 ﾄﾚｶ 状態良好,フィギュアです。状態良好。¥1900。自宅保管。,1900,ホビー
L01334,【最終値下げ】全巻 ｽﾋﾟｰｶｰ 難あり,<b>難ありな状態でお譲りします。お値段は9100 円になります。自宅保管ですので気になる方はご検討ください。</b>,9100,本・音楽
L03129,省エネ 冷蔵庫 状態良好,"&nbsp;イヤホンです。状態良好。１,５００円。箱あり。&amp;",1500,家電
L01483,廃盤   文庫本   ほぼ新品,<b>画集です。ほぼ新品。3700 円。廃盤。&amp;,3700,本・音楽
L01313,!!値下げしました!!喫煙者なし 詰め合わせ 状態良好⭐,<br>状態良好な状態でお譲りします。お値段は１５０００ 円になります。塗装済ですので気になる方はご検討ください。&amp;,15000,ホビー
L03072,値下げ交渉可 付属品あり 美品,美品な状態でお譲りします。お値段は¥１１９００になります。即決ですので気になる方はご検討ください。,11900,家電
L02754,◆匿名配送◆ヴィンテージ まとめ売り 状態良好,&nbsp;状態良好な状態でお譲りします。お値段は15400yenになります。Mサイズですので気になる方はご検討ください。</b>,15400,ファッション
L02671,サイン入り スピーカー 傷あり,傷ありな状態でお譲りします。お値段は２１８００ｙｅｎになります。喫煙者なしですので気になる方はご検討ください。,21800,本・音楽
L02016,節電 炊飯器 状態良好,&nbsp;スピーカーです。状態良好。39400 円。省エネ。<br>,39400,家電
L04630,【送料無料】喫煙者なし 掃除機 状態良好,<br>イヤホンです。状態良好。５９００ 円。値下げ交渉可。&amp;,5900,家電
L03058,取説付   ｼﾞｬﾝｸ品   美品,美品な状態でお譲りします。お値段は13000 円になります。動作確認済ですので気になる方はご検討ください。,13000,ファッション
L00589,《まとめ買い歓迎》Mｻｲｽﾞ ｾｯﾄ 状態良好,"<br>状態良好な状態でお譲りします。お値段は29,100円になります。厚底ですので気になる方はご検討ください。<br>",29100,ファッション
L04950,【最終値下げ】ヴィンテージ シューズ 美品,美品な状態でお譲りします。お値段は27200yenになります。厚底ですので気になる方はご検討ください。,27200,ファッション
L00249,◆匿名配送◆美品 スピーカー 傷あり,<b>レコードです。傷あり。36300yen。美品。<br>,36300,本・音楽
L02097,サイン入り 楽譜 ほぼ新品,"<br>レコードです。ほぼ新品。９,７００円。美品。</b>",9700,本・音楽
L00635,※返品不可箱あり 中古品 美品,<b>美品な状態でお譲りします。お値段は¥25100になります。軽量ですので気になる方はご検討ください。</b>,25100,家電
L03466,動作確認済 ジャケット 状態良好,<b>ワンピースです。状態良好。11000yen。レディース。</b>,11000,ファッション
L03472,取説付   電子ﾚﾝｼﾞ   ｕｓｅｄ,<br>ｕｓｅｄな状態でお譲りします。お値段は¥２３９００になります。リモコン付ですので気になる方はご検討ください。<br>,23900,家電
L04074,【送料無料】27cm ﾀﾞﾝﾍﾞﾙ 難あり,ダンベルです。難あり。2800 円。部活。,2800,スポーツ
L02702,軽量 ﾚｺｰﾄﾞ 傷あり⭐🎁,参考書です。傷あり。１１４００ 円。美品。,11400,本・音楽
L01042,【送料無料】名盤 画集 傷あり,<b>スピーカーです。傷あり。29300yen。美品。</b>,29300,本・音楽
L02121,対象年齢３歳 中古品 ほぼ新品🔥💯🎁,<b>ほぼ新品な状態でお譲りします。お値段は¥１７１００になります。新生児ですので気になる方はご検討ください。&amp;,17100,ベビー・キッズ
L03455,!!値下げしました!!4K   ドライヤー   used🎁✨💯,空気清浄機です。used。¥14700。節電。,14700,家電
L02896,即決 付属品あり 傷あり,傷ありな状態でお譲りします。お値段は23100 円になります。美品ですので気になる方はご検討ください。,23100,ファッション
L01782,軽量 ｸﾞﾛｰﾌﾞ 状態良好,状態良好な状態でお譲りします。お値段は５００ 円になります。２７ｃｍですので気になる方はご検討ください。,500,スポーツ
L01866,【最終値下げ】Mｻｲｽﾞ   ﾊﾞｯｸﾞ   状態良好,状態良好な状態でお譲りします。お値段は33600yenになります。動作確認済ですので気になる方はご検討ください。,33600,ファッション
L04760,ペットなし バッグ used,"帽子です。used。24,700円。メンズ。",24700,ファッション
L04287,※返品不可自宅保管 ジャンク品 傷あり🎁🔥🎁,傷ありな状態でお譲りします。お値段は20900 円になります。ヴィンテージですので気になる方はご検討ください。,20900,ファッション
L01916,!!値下げしました!!4K   電子レンジ   難あり,テレビです。難あり。¥29800。喫煙者なし。,29800,家電
L03682,ﾚﾃﾞィｰｽ ｼｭｰｽﾞ 傷あり✨🔥✨,&nbsp;バッグです。傷あり。4100yen。レディース。</b>,4100,ファッション
L00461,《まとめ買い歓迎》自宅保管 帽子 傷あり,デニムです。傷あり。¥１１２００。古着。,11200,ファッション
L01091,屋外用 グローブ 状態良好,<b>ランニングシューズです。状態良好。２５８００ｙｅｎ。２７ｃｍ。</b>,25800,スポーツ
L04897,箱あり ｼｭｰｽﾞ used,"自転車です。used。8,800円。軽量。",8800,スポーツ
L00973,動作確認済 ジャケット ほぼ新品,"<b>ほぼ新品な状態でお譲りします。お値段は３８,８００円になります。Ｍサイズですので気になる方はご検討ください。</b>",38800,ファッション
L03848,【最終値下げ】省ｴﾈ   まとめ売り   傷あり,"傷ありな状態でお譲りします。お値段は27,900円になります。TVですので気になる方はご検討ください。",27900,家電
L02257,塗装済 訳あり品 美品💯,<b>美品な状態でお譲りします。お値段は7600yenになります。塗装済ですので気になる方はご検討ください。<br>,7600,ホビー
L00510,箱あり 帽子 used,コートです。used。20600 円。古着。,20600,ファッション
L03140,ペットなし スピーカー ｕｓｅｄ,"<br>テレビです。ｕｓｅｄ。３８,８００円。動作確認済。<br>",38800,家電
L00045,※返品不可部活 ｽﾊﾟｲｸ ｕｓｅｄ✨🎁⭐,"ラケットです。ｕｓｅｄ。２７,０００円。自宅保管。",27000,スポーツ
L00213,トレーニング スパイク 難あり,難ありな状態でお譲りします。お値段は¥37900になります。美品ですので気になる方はご検討ください。,37900,スポーツ
